job_id,job_title,job_domain,company_name,required_skills,min_experience,min_education
J-0368,Fullstack Developer,Web Development,PT Istana Group Indonesia,"['SQL', 'JavaScript', 'TypeScript', 'HTML', 'CSS', 'React', 'Node.js', 'MySQL', 'PostgreSQL', 'MongoDB', 'Redis', 'GraphQL']",1 - 3 Tahun,S1/D4
J-0369,Data Analyst for Production Staff (CODE : PROD DA),Data Analytics,PT Panasonic Gobel Energy Indonesia (PECGI),"['SQL', 'Java', 'Data Analysis', 'Excel']",1 - 3 Tahun,S1/D4
J-0370,Data Analyst - Cost Management Logistik,Data Analytics,PT JET TRANSPORT SERVICES,"['Data Analysis', 'Tableau', 'Power BI', 'Excel']",< 1 Tahun,S1/D4
J-0371,Database Administrator,Software Development,PT Data Integrasi Inovasi,"['Python', 'SQL', 'PostgreSQL', 'MongoDB', 'Postman', 'JSON', 'Excel', 'Troubleshooting']",< 1 Tahun,S1/D4
J-0372,Data Center IT Operations Technician (Global Development + Top-tier Technology),Software Development,TITANICOM TECH LIMITED,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",1 - 3 Tahun,S1/D4
J-0373,IT Supervisor,Software Development,GoFleet by Astra & Gojek,['Agile'],1 - 3 Tahun,S1/D4
J-0374,Supervisor IT Manufacturing System,Software Development,Daikin Industries Indonesia,"['Python', 'SQL', 'MySQL', 'Oracle', 'Troubleshooting']",3 - 5 Tahun,S1/D4
J-0375,Full Stack Engineer,Web Development,PT DIGITAL XCELERATION NUSANTARA,"['SQL', 'Java', 'JavaScript', 'HTML', 'CSS', 'Kotlin', 'Dart', 'React', 'Vue', 'Flutter', 'React Native', 'Node.js', 'Express', 'Spring', 'AWS', 'Azure', 'MongoDB', 'GraphQL', 'Agile']",< 1 Tahun,S1/D4
J-0376,FULLSTACK DEVELOPER (WEB + MOBILE + API),Web Development,PT Atria Artha Persada,"['SQL', 'JavaScript', 'HTML', 'CSS', 'PHP', 'React', 'Next.js', 'Flutter', 'React Native', 'Node.js', 'Laravel', 'Git', 'MySQL', 'PostgreSQL', 'API', 'REST API']",Belum ada pengalaman,S1/D4
J-0377,GA & IT MANAGER,Software Development,PT Dwi Krafi Brands (LASKALA GROUP),"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",3 - 5 Tahun,S2/S3
J-0378,STAFF DX,Software Development,PT Abadi Tambah Mulia Internasional,"['Python', 'Java', 'JavaScript', 'Go', 'Node.js', 'Django', 'FastAPI', 'Git', 'MySQL', 'PostgreSQL', 'API', 'JSON', 'Machine Learning', 'NLP', 'Pandas', 'TensorFlow', 'PyTorch']",< 1 Tahun,S1/D4
J-0379,Senior Facility Manager - Data Centre,Software Development,Jones Lang LaSalle Property Consultants Pte Ltd,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",> 5 Tahun,S2/S3
J-0380,Software Developer,Software Development,PT System Ever Indonesia,"['SQL', 'UI/UX', 'MySQL']",< 1 Tahun,S1/D4
J-0381,IT Infrastructure Staff,Software Development,Perusahaan Dirahasiakan,['Troubleshooting'],< 1 Tahun,S1/D4
J-0382,Network Operation Technician,Software Development,Rahi Systems Pte. Ltd.,['Troubleshooting'],1 - 3 Tahun,S1/D4
J-0383,Data Center Facility Manager,Software Development,"PT Bank Permata, Tbk","['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",> 5 Tahun,S2/S3
J-0384,Junior Software Engineer,Software Development,PT Technet Vision Indonesia,"['Python', 'SQL', 'Java', 'JavaScript', 'HTML', 'CSS', 'Ruby', 'React', 'Vue', 'Angular', 'Node.js', 'AWS', 'Docker', 'Kubernetes', 'Git', 'CI/CD', 'API', 'Machine Learning', 'LLM', 'Prompt Engineering', 'Agile', 'Scrum']",< 1 Tahun,S1/D4
J-0385,IT Functional,Software Development,PT. INTISUMBER BAJASAKTI,"['SQL', 'Machine Learning', 'Excel', 'Troubleshooting']",1 - 3 Tahun,S1/D4
J-0386,IT & Web Developer,Web Development,PT Lamindo Prima Mandiri,"['SQL', 'Java', 'JavaScript', 'HTML', 'CSS', 'PHP', 'Angular', 'Laravel', 'MySQL', 'Oracle']",1 - 3 Tahun,S1/D4
J-0387,IT Programmer,Software Development,PT Sinar Surya Bajaprofilindo,['SQL'],1 - 3 Tahun,S1/D4
J-0388,IT Infrastruktur & Support,Software Development,PT ADR Agro,['Troubleshooting'],> 5 Tahun,S1/D4
J-0389,IT Support Staff,IT Support & Infrastructure,PT Central Diesel,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",1 - 3 Tahun,S1/D4
J-0390,IT Support,IT Support & Infrastructure,PT USAYASA REKSA TOHAGA,"['API', 'QA']",< 1 Tahun,S1/D4
J-0391,IT SUPPORT STAFF,IT Support & Infrastructure,PT Forisa Nusapersada,"['Networking', 'Troubleshooting']",< 1 Tahun,S1/D4
J-0392,IT Programmer,Software Development,PT. Indo Pack Printing,"['SQL', 'PHP']",1 - 3 Tahun,S1/D4
J-0393,IT Manager,Software Development,PT Talentvis Consulting Indonesia,['Troubleshooting'],3 - 5 Tahun,S2/S3
J-0394,Data Analyst & Business Support,Data Analytics,Halodoc,['Excel'],< 1 Tahun,S1/D4
J-0395,IT Project Manager,Project Management,PT Sinar Aplikasi Jaya Laksana,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",3 - 5 Tahun,S2/S3
J-0396,IT Staff,Software Development,PT Hongfa Electronic Indonesia,['Troubleshooting'],1 - 3 Tahun,S1/D4
J-0397,Full Stack Developer,Web Development,Yayasan BPK Penabur Jakarta,"['SQL', 'React', 'Node.js', 'Git', 'MySQL', 'PostgreSQL', 'API']",1 - 3 Tahun,S1/D4
J-0398,Project Manager,Project Management,RADIUS DATA SOLUSI,"['Project Management', 'Agile', 'Scrum', 'Jira']",> 5 Tahun,S2/S3
J-0399,QA Computer System Validation (CSV) Staff,Software Development,PT Interbat (Sidoarjo),"['Software Testing', 'QA', 'Automation', 'Technical Documentation']",1 - 3 Tahun,S1/D4
J-0400,IT Division Head,Software Development,PT Merapi Utama Pharma,"['Oracle', 'API']",> 5 Tahun,S2/S3
J-0401,Project Assistant / Coordinator / Future Manager (Indonesia),Software Development,REF GROUP INDONESIA,"['Networking', 'Excel']",> 5 Tahun,S2/S3
J-0402,Tester QA,Software Development,Bahtera Pesat,"['Software Testing', 'QA', 'Automation', 'Technical Documentation']",1 - 3 Tahun,S1/D4
J-0403,IT HELPDESK & NETWORK,IT Support & Infrastructure,PT. TRI RATNA DIESEL INDONESIA,"['Linux', 'Troubleshooting']",< 1 Tahun,S1/D4
J-0404,IT Monitoring,Software Development,Perusahaan Dirahasiakan,['Switching'],Belum ada pengalaman,S1/D4
J-0405,Delivery Engineer,Software Development,Tdecision Malaysia Sdn Bhd,"['Python', 'Java', 'JavaScript', 'Go', 'Spring', 'MySQL', 'PostgreSQL', 'Hadoop', 'Spark', 'Agile']",3 - 5 Tahun,S1/D4
J-0406,UI/UX Development,UI/UX Design,PT Digdaya Duta Digital,"['HTML', 'CSS', 'Figma', 'UI/UX']",Belum ada pengalaman,S1/D4
J-0407,Senior Officer - IT System Analyst,Software Development,PT. SAPTAINDRA SEJATI,['QA'],< 1 Tahun,S1/D4
J-0408,Data Analyst Staff - Digital Teknova Indonesia (DTI),Data Analytics,PT Kapal Api Global,['Excel'],< 1 Tahun,S1/D4
J-0409,Quality Assurance,Quality Assurance,PT Abhimata Persada,"['SQL', 'UI/UX', 'Agile', 'Scrum', 'QA']",< 1 Tahun,S1/D4
J-0410,IT Quality Assurance,Quality Assurance,PT IDX Solusi Teknologi Informasi,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",> 5 Tahun,S1/D4
J-0411,ICT Operation Engineer,Software Development,PT Petrosea Tbk,"['Linux', 'Cisco', 'CCNA', 'Excel']",1 - 3 Tahun,S1/D4
J-0412,IT STAFF,Software Development,PT Bomin Permata Abadi,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",1 - 3 Tahun,S1/D4
J-0413,Data Center Facility Engineer (Global Development + Top-tier Technology),Software Development,TITANICOM TECH LIMITED,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",1 - 3 Tahun,S1/D4
J-0414,QA or Tester (Onsite at Yogya),Software Development,PT. Amalura Multi Dimensi,"['Azure', 'CI/CD', 'API', 'Postman', 'QA']",1 - 3 Tahun,S1/D4
J-0415,IT Manager,Software Development,Perusahaan Dirahasiakan,"['Python', 'PHP', 'TensorFlow', 'PyTorch']",1 - 3 Tahun,S2/S3
J-0416,QA/Test Engineer,Quality Assurance,PT. Kredit Utama Fintech Indonesia,"['SQL', 'API', 'Postman', 'Agile', 'QA', 'Software Testing']",> 5 Tahun,S1/D4
J-0417,"Koordinator Reg Project – Power Infra (Bali - Nusra, North - South Sumatera)",Software Development,PT Tekno Infrastruktur Sukses,"['Networking', 'Linux', 'Troubleshooting', 'Infrastructure']",< 1 Tahun,S1/D4
J-0418,Database Administrator,Software Development,PT Amber Solusi Internasional,"['SQL', 'MySQL', 'PostgreSQL', 'Oracle', 'Troubleshooting']",3 - 5 Tahun,S1/D4
J-0419,Revenue Operations (RevOps) Specialist (Full English Speaking),Software Development,Eterna Indonesia,"['Go', 'Routing']",> 5 Tahun,S1/D4
J-0420,Cloud Engineer,DevOps & Cloud,PT Trans Indonesia Superkoridor,"['Linux', 'AWS', 'Azure', 'Troubleshooting']",< 1 Tahun,S1/D4
J-0421,QA Engineer,Quality Assurance,PT Citra Tubindo Tbk,"['API', 'Data Analysis', 'Excel', 'QA']",1 - 3 Tahun,S1/D4
J-0422,Full Stack Developer,Web Development,PT Idana Solusi Sejahtera,"['Python', 'SQL', 'JavaScript', 'HTML', 'CSS', 'Linux', 'Docker', 'MySQL', 'PostgreSQL', 'Troubleshooting']",1 - 3 Tahun,S1/D4
J-0423,Website Builder & Content Publisher [UI/UX Experience],UI/UX Design,Process Flow SRL,"['HTML', 'CSS', 'UI/UX']",> 5 Tahun,S1/D4
J-0424,IT Data Excellent Assistant Manager,Software Development,Perusahaan Dirahasiakan,"['Tableau', 'Power BI']",> 5 Tahun,SMA/SMK
J-0425,Full Stack Developer (Python),Web Development,Engine Room Global Pte Ltd.,"['Python', 'SQL', 'React', 'Next.js', 'Django', 'Flask', 'FastAPI', 'AWS', 'Azure', 'GCP', 'Git']",> 5 Tahun,S1/D4
J-0426,Supply Chain Management,Software Development,Perusahaan Dirahasiakan,"['Oracle', 'Excel']",1 - 3 Tahun,S1/D4
J-0427,Infosec Analyst,Software Development,OLX Indonesia,"['Python', 'SQL', 'Penetration Testing']",1 - 3 Tahun,Bootcamp/Sertifikasi
J-0428,AI Specialist,Software Development,PT Dream Dare Discover,['Prompt Engineering'],3 - 5 Tahun,S1/D4
J-0429,Product Specialist – Tech & Gaming Enthusiast,Software Development,CV Golden Technology Indo,"['Game Development', 'C#', 'Unity']",3 - 5 Tahun,S1/D4
J-0430,Head of Development Team,Software Development,Apotek Yeva Life,"['Software Development', 'SQL', 'Git', 'API']",1 - 3 Tahun,S2/S3
J-0431,Director of Engineering,Software Development,PT Jaggara Global Workforce,"['Go', 'Laravel']",> 5 Tahun,S2/S3
J-0432,Risk & Security Specialist,Software Development,Perusahaan Dirahasiakan,"['Networking', 'Linux', 'Troubleshooting', 'Infrastructure', 'Cyber Security', 'Security Compliance']",1 - 3 Tahun,S1/D4
J-0433,CRM Analytics Manager,Software Development,PT Bussan Auto Finance (BAF),"['MySQL', 'Tableau', 'Agile']",3 - 5 Tahun,S2/S3
J-0434,Risk & Security Manager,Software Development,Perusahaan Dirahasiakan,"['Networking', 'Linux', 'Troubleshooting', 'Infrastructure', 'Cyber Security', 'Security Compliance']",> 5 Tahun,S2/S3
J-0435,IT Oracle EBS Staff,Software Development,PT Bina Karya Prima,"['SQL', 'JavaScript', 'Oracle']",Belum ada pengalaman,S1/D4
J-0436,Risk & Security Asst. Manager,Software Development,Perusahaan Dirahasiakan,"['Networking', 'Linux', 'Troubleshooting', 'Infrastructure', 'Cyber Security', 'Security Compliance']",3 - 5 Tahun,S2/S3
J-0437,Network Security Department Head,Software Development,Perusahaan Dirahasiakan,"['Networking', 'Linux', 'Troubleshooting', 'Infrastructure', 'Cyber Security', 'Security Compliance']",> 5 Tahun,S2/S3
J-0438,DevSecOps Engineer,Software Development,PT Sigma Cipta Utama,"['CI/CD', 'Networking', 'Machine Learning', 'Agile', 'Scrum']",1 - 3 Tahun,S1/D4
J-0439,Associate Product Manager,Product Management,PT JALA AKUAKULTUR LESTARI ALAMKU,"['Project Management', 'Agile', 'Scrum', 'Jira', 'Product Development', 'Roadmap']",< 1 Tahun,S2/S3
J-0440,Developer,Software Development,PT Masmindo Dwi Area,"['SQL', 'Java', 'PHP', 'Laravel', 'Spring', '.NET', 'MySQL', 'PostgreSQL', 'Troubleshooting']",1 - 3 Tahun,S1/D4
J-0441,Specialist AI Data Governance,Software Development,"PT Bank Permata, Tbk","['Data Analysis', 'Python', 'SQL']",> 5 Tahun,S1/D4
J-0442,Flutter / Dart Developer,Mobile Development,PT John Galt Properties,"['Dart', 'Flutter', 'Figma', 'Git', 'GitHub', 'CI/CD', 'API', 'REST API']",> 5 Tahun,S1/D4
J-0443,MANAGER ISP (INTERNET SERVICE PROVIDER),Software Development,PT Gema Teknologi Cahaya Gemilang (CV Office Plus),['Troubleshooting'],< 1 Tahun,S2/S3
J-0444,IT Project Manager,Project Management,PT Masmindo Dwi Area,"['Go', 'Oracle', 'Agile']",3 - 5 Tahun,S2/S3
J-0445,Product Manager,Product Management,PT Sahabat Kirim Digital,"['User Research', 'QA']",1 - 3 Tahun,S2/S3
J-0446,PMO Administrator,Software Development,Datalec Precision Installations Pte Ltd,"['Go', 'Excel']",> 5 Tahun,S1/D4
J-0447,Manager Accounting Tax,Software Development,PT Centrin Online Prima,"['Oracle', 'Excel']",> 5 Tahun,S2/S3
J-0448,IT SAP Specialist,ERP & Enterprise,PT Nipro Indonesia Jaya,['Troubleshooting'],3 - 5 Tahun,Bootcamp/Sertifikasi
J-0449,Drafter Data Center,Software Development,PT. Media Data System,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",< 1 Tahun,S1/D4
J-0450,Channel Executive,Software Development,Perusahaan Dirahasiakan,['Excel'],1 - 3 Tahun,S1/D4
J-0451,Pre-sales Engineer,Sales & Business Development,PT Sinar Metrindo Perkasa,"['B2B Sales', 'Solution Selling', 'Presentation', 'System Architecture']",Belum ada pengalaman,S1/D4
J-0452,System Developer,Software Development,PT IDX Solusi Teknologi Informasi,"['Python', 'SQL', 'Java', 'Go', 'Node.js', 'Docker', 'GitLab', 'CI/CD', 'Jenkins', 'API', 'GraphQL', 'QA']",< 1 Tahun,S1/D4
J-0453,Presales - IT Server and Cloud,Sales & Business Development,PT Network Data Sistem,"['AWS', 'Azure', 'GCP', 'Networking']",1 - 3 Tahun,S1/D4
J-0454,Software Architect,Software Development,Kraanwerks Pte. Ltd.,['API'],> 5 Tahun,S2/S3
J-0455,Odoo Functional Implementator,Software Development,PT Sinar Aplikasi Jaya Laksana,"['Business Analysis', 'Requirements Gathering', 'SQL']",1 - 3 Tahun,S1/D4
J-0456,Service Desk Assistant Manager,Software Development,PT Datacomm Diangraha,['Networking'],< 1 Tahun,Bootcamp/Sertifikasi
J-0457,SOC Threat Analyst (L2 & L3),Software Development,PT. PELINDUNG TEKNOLOGI UTAMA,"['Linux', 'Networking']",> 5 Tahun,S1/D4
J-0458,Full Stack Developer (Dot Net),Web Development,PT Kamoro Maxima Integra,"['SQL', 'HTML', 'CSS', '.NET', 'MySQL', 'MongoDB', 'Oracle', 'API', 'REST API', 'Agile']",1 - 3 Tahun,S1/D4
J-0459,Business Analyst ERP STAFF,Data Analytics,PT SAS Kreasindo Utama,"['Business Analysis', 'Requirements Gathering', 'SQL']",1 - 3 Tahun,S1/D4
J-0460,Junior System Engineer,Software Development,PT Bajau Escorindo,"['Linux', 'CI/CD', 'Networking', 'Troubleshooting']",< 1 Tahun,S1/D4
J-0461,Security System Engineer,Software Development,Sinergi Adhikarya Semesta,"['Linux', 'Networking']",1 - 3 Tahun,S1/D4
J-0462,Unit Head – Batch Data Engineering,Data Engineering,"PT Bank Permata, Tbk","['SQL', 'Git', 'CI/CD', 'Oracle', 'Data Engineering']",3 - 5 Tahun,S2/S3
J-0463,Senior Business Analyst,Data Analytics,PT. HAND Solutions Indonesia,"['SQL', 'Java', 'JavaScript', 'HTML', 'API', 'REST API', 'JSON']",> 5 Tahun,S1/D4
J-0464,Front-End React Developer,Web Development,PT John Galt Properties,"['TypeScript', 'CSS', 'React', 'Tailwind', 'Figma', 'Git', 'GitHub', 'QA']",> 5 Tahun,S1/D4
J-0465,SOLUTION ARCHITECT,Software Development,"PT Jasnita Telekomindo, Tbk",['API'],1 - 3 Tahun,S1/D4
J-0466,PAC Engineer Data Center,Software Development,PT. Media Data System,['Troubleshooting'],1 - 3 Tahun,SMA/SMK
J-0467,Full-Stack AI Engineer,Web Development,PT Intergastra Nusantara,"['Python', 'SQL', 'JavaScript', 'TypeScript', 'CSS', 'React', 'Tailwind', 'Node.js', 'Flask', 'FastAPI', 'AWS', 'Azure', 'GCP', 'Docker', 'Git', 'PostgreSQL', 'API', 'TensorFlow', 'PyTorch', 'Prompt Engineering']",1 - 3 Tahun,S1/D4
J-0468,Operations Project Manager (OPM),Project Management,PT. HAND Solutions Indonesia,"['Java', 'Spring', 'AWS', 'Azure']",> 5 Tahun,S2/S3
J-0469,Site Application& OT Development,Software Development,PT Masmindo Dwi Area,"['SQL', 'Troubleshooting']",1 - 3 Tahun,S1/D4
J-0470,Presales Engineer,Sales & Business Development,PT Axindo Humaperdana,['Networking'],1 - 3 Tahun,S1/D4
J-0471,Test Development Engineer,Software Development,PT Excelitas Technologies Batam,"['SQL', 'HTML', 'R', 'Data Analysis', 'QA']",> 5 Tahun,S2/S3
J-0472,Mobile QA Specialist (Manual → Automation),Mobile Development,PT John Galt Properties,"['JavaScript', 'TypeScript', 'React', 'React Native', 'Git', 'GitHub', 'QA']",3 - 5 Tahun,S1/D4
J-0473,IT Sub Regional Lead – Asia & Oceania,Software Development,PT AVASO TEKNOLOGI SOLUSI,"['Agile', 'Scrum']",> 5 Tahun,SMA/SMK
J-0474,"Drafter Security System, BMS",Software Development,PT Xpert Teknologi Inovasi,['Networking'],1 - 3 Tahun,SMA/SMK
J-0475,Functional ERP,ERP & Enterprise,PT Asian Cotton Industry,"['SQL', 'Oracle', 'Troubleshooting']",< 1 Tahun,S1/D4
J-0476,Presales Engineering-IT Support CCTV,IT Support & Infrastructure,PT. Mega Bintang Mas Indonesia,['Networking'],1 - 3 Tahun,S1/D4
J-0477,Software Tester,Quality Assurance,Ika Raya Sentausa,"['SQL', 'Java', 'API', 'JSON']",1 - 3 Tahun,S1/D4
J-0478,Technical Hosting Support Engineer,Software Development,PT. World Host Group,"['SQL', 'PHP', 'Linux', 'MySQL', 'Agile']",1 - 3 Tahun,S1/D4
J-0479,IT Business Development – System Integration,Software Development,PT Suka Maju Gemilang,['Networking'],1 - 3 Tahun,S1/D4
J-0480,Sales Manager (Experienced Fiber Optic Cable Sales),Software Development,PT Softel Communication Indonesia,"['Networking', 'Linux', 'Troubleshooting', 'Infrastructure']",1 - 3 Tahun,S2/S3
J-0481,Senior System Engineer (Manage Service Level 1 - Senior),Software Development,PT Indo Online Mitra Usaha (Vox Asia / BraveHub),"['Python', 'Linux', 'Azure', 'Networking']",> 5 Tahun,S1/D4
J-0482,Outbound FIT Product Manager,Product Management,PT. Dwidaya World Wide,"['Project Management', 'Agile', 'Scrum', 'Jira', 'Product Development', 'Roadmap']",1 - 3 Tahun,S2/S3
J-0483,Software Engineer Specialist Phyton,Software Development,PT Steel Pipe Industry of Indonesia Tbk,"['Linux', 'Docker', 'Git', 'GitLab', 'CI/CD', 'PostgreSQL', 'Agile']",1 - 3 Tahun,S1/D4
J-0484,Cybersecurity Supervisor,Cyber Security,PT Masmindo Dwi Area,"['Python', 'AWS']",> 5 Tahun,S1/D4
J-0485,Chief Technology Officer (CTO),Software Development,Perusahaan Dirahasiakan,"['Go', 'AWS', 'Azure', 'GCP', 'Data Engineering', 'Agile']",3 - 5 Tahun,S2/S3
J-0486,Back-End TypeScript Developer,Web Development,PT John Galt Properties,"['TypeScript', 'Node.js', 'AWS', 'Docker', 'Git', 'GitHub', 'PostgreSQL', 'API', 'REST API']",> 5 Tahun,S1/D4
J-0487,Front End Developer Executive,Software Development,PT Nojorono Tobacco International,"['JavaScript', 'HTML', 'CSS', 'UI/UX', 'API', 'QA']",1 - 3 Tahun,S2/S3
J-0488,FULL STACK SOFTWARE DEVELOPER,Web Development,Perusahaan Dirahasiakan,"['Python', 'SQL', 'React', 'Next.js', 'Prototyping', 'Node.js', 'Git', 'GitHub', 'API', 'LLM', 'Prompt Engineering']",1 - 3 Tahun,SMA/SMK
J-0489,Lead Engineer,Software Development,PT Digdaya Duta Digital,"['Python', 'NLP']",3 - 5 Tahun,S1/D4
J-0490,Full-Stack & Mobile Developer (AI/ML Skills),Web Development,Perusahaan Dirahasiakan,"['Python', 'PHP', 'Kotlin', 'Swift', 'React', 'Node.js', 'AWS', 'MongoDB', 'API', 'Machine Learning', 'TensorFlow', 'PyTorch', 'Troubleshooting']",1 - 3 Tahun,S1/D4
J-0491,SENIOR FULL STACK DEVELOPER,Web Development,Parkingplus,"['JavaScript', 'Go', 'Flutter', 'API']",> 5 Tahun,SMA/SMK
J-0492,Unit Head – Regulatory System Engineering,Software Development,"PT Bank Permata, Tbk","['SQL', 'Oracle', 'Data Engineering']",3 - 5 Tahun,S2/S3
J-0493,"TECHNICAL SUPPORT - Yogyakarta, Malang",IT Support & Infrastructure,PT Wisanin Artha Jaya,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",< 1 Tahun,S1/D4
J-0494,Software Engineer Java Developer,Software Development,PT Structured Services,"['SQL', 'Java', 'Troubleshooting']",< 1 Tahun,S1/D4
J-0495,IT Infrastructure Engineer – Fund Transfer Company (Singapore),DevOps & Cloud,Perusahaan Dirahasiakan,"['Python', 'Linux', 'AWS', 'Docker', 'Kubernetes', 'Networking', 'Routing', 'Oracle', 'Troubleshooting']",1 - 3 Tahun,S1/D4
J-0496,Senior Web Fullstack Engineer,Web Development,The Economist Group (Asia/Pacific) Limited,"['JavaScript', 'TypeScript', 'React', 'Next.js', 'Node.js', 'AWS']",> 5 Tahun,S2/S3
J-0497,TRB Sales Engineer,Sales & Business Development,PT. TECHKING TIRES INDONESIA,"['B2B Sales', 'Solution Selling', 'Presentation', 'System Architecture']",3 - 5 Tahun,S1/D4
J-0498,Senior Back-End TypeScript Developer,Web Development,PT John Galt Properties,"['TypeScript', 'Node.js', 'AWS', 'Docker', 'Git', 'GitHub', 'PostgreSQL', 'API', 'REST API', 'LLM']",> 5 Tahun,S1/D4
J-0499,Principal Product Manager - Discovery and Personalisation,Product Management,The Economist Group (Asia/Pacific) Limited,['Generative AI'],> 5 Tahun,S2/S3
J-0500,Software Development Manager,Software Development,PT Aneka Search Indonesia,"['TypeScript', 'Go', 'PostgreSQL', 'Redis', 'Troubleshooting']",> 5 Tahun,S2/S3
J-0501,IT Business Analyst,Data Analytics,PT. BUSINESS ECLOUD INDONESIA INFORMATION TECHNOLOGY,"['Agile', 'Scrum']",1 - 3 Tahun,S1/D4
J-0502,Commercial Technology Specialist,Software Development,WEBBEDS APAC Pte. Ltd.,"['SQL', 'API']",1 - 3 Tahun,S1/D4
J-0503,IT Pre Sales,Software Development,PT Sirius Digital Solusindo,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",< 1 Tahun,S1/D4
J-0504,Junior Product Manager,Product Management,PT Teknologi Merlin Sejahtera,"['Project Management', 'Agile', 'Scrum', 'Jira', 'Product Development', 'Roadmap']",> 5 Tahun,S2/S3
J-0505,Technical Product Lead (Full-stack Software Engineer),Web Development,Perusahaan Dirahasiakan,"['SQL', 'Go', 'React', 'Figma', 'UI/UX', 'Wireframing', 'API', 'Data Analysis', 'Agile', 'QA']",3 - 5 Tahun,SMA/SMK
J-0506,Fuel System Project Manager,Project Management,PT YPTT Solutions Indonesia,"['Project Management', 'Agile', 'Scrum', 'Jira']",1 - 3 Tahun,S2/S3
J-0507,Software Engineer (SAP Certified Specialist),ERP & Enterprise,HITHINK TECHNOLOGY INDONESIA,"['SQL', 'Java', 'Spring', '.NET', 'Linux', 'Postman', 'Excel']",1 - 3 Tahun,S2/S3
J-0508,Head of Software Solutions,Software Development,Yayasan Bina Nusantara,['React'],1 - 3 Tahun,S2/S3
J-0509,UNITY DEVELOPER,Game Development,Pasangin Corporation,"['API', 'REST API', 'Unity', 'Agile', 'Scrum']",1 - 3 Tahun,S1/D4
J-0510,Back End Developer,Software Development,PT Digdaya Duta Digital,['SQL'],1 - 3 Tahun,S1/D4
J-0511,Programmer,Software Development,PT. Ken Solusindo,"['Python', 'SQL', 'JavaScript', 'PHP', 'MySQL', 'PostgreSQL']",1 - 3 Tahun,S1/D4
J-0512,ERP FICO Consultant,ERP & Enterprise,PT Yonyou Network Indonesia,"['Business Analysis', 'Requirements Gathering', 'SQL']",1 - 3 Tahun,Bootcamp/Sertifikasi
J-0513,Technical Analyst,Software Development,PT Mindo Small Business Solutions,"['Python', 'SQL', 'PHP', 'AWS', 'QA']",< 1 Tahun,S1/D4
J-0514,FULL STACK DEVELOPER (WEB APLIKASI),Web Development,PT. AMORA WALET INDONESIA,"['Python', 'JavaScript', 'HTML', 'CSS', 'PHP', 'React', 'Vue', 'Angular', 'Node.js', 'AWS', 'GCP', 'Git', 'CI/CD', 'MySQL', 'PostgreSQL', 'MongoDB', 'API']",Belum ada pengalaman,S1/D4
J-0515,NetSuite Technical Consultant,Software Development,PT. HAND Solutions Indonesia,['Troubleshooting'],1 - 3 Tahun,S1/D4
J-0516,Cloud Engineer,DevOps & Cloud,PT. Nashta Global Utama,"['Azure', 'Networking']",1 - 3 Tahun,S1/D4
J-0517,Virtual Solution Expert (VSE) – Transportation (ICT / Key Account),Software Development,PT DyKa Konsultama,"['B2B Sales', 'Solution Selling', 'Presentation', 'System Architecture']",> 5 Tahun,SMA/SMK
J-0518,Software Engineering Talent Day - Surabaya,Software Development,PT Formulatrix Indonesia,"['Python', 'Java', 'R']",> 5 Tahun,S1/D4
J-0519,Technical Product Manager,Product Management,PT Neo Fusion Indonesia,"['SQL', 'API', 'Agile', 'Scrum']",1 - 3 Tahun,S2/S3
J-0520,Head of Software Product,Software Development,PT Netcom Scinergy Newsantara,"['UI/UX', 'Agile', 'Scrum', 'QA']",3 - 5 Tahun,S2/S3
J-0521,TEAM LEADER / MANAJER PROYEK,Software Development,PT Gamma Persada Sinergi,"['Project Management', 'Agile', 'Scrum', 'Jira']",> 5 Tahun,Bootcamp/Sertifikasi
J-0522,ERP Technical Consultant (D365 Business Central),ERP & Enterprise,PT NSSOL Systems Indonesia,"['SQL', 'Azure', 'Troubleshooting']",3 - 5 Tahun,S1/D4
J-0523,Data Implementor,Software Development,PT Pratesis,"['SQL', 'Go', 'Troubleshooting', 'QA']",< 1 Tahun,S1/D4
J-0524,Business Development IT Security,Software Development,PT Pasifik Global Integrasi,['Cyber Security'],1 - 3 Tahun,S1/D4
J-0525,Senior Software Engineer,Software Development,PT Formulatrix Indonesia,"['SQL', 'Java', 'R', '.NET', 'Linux', 'PostgreSQL', 'TensorFlow', 'PyTorch', 'Troubleshooting']",3 - 5 Tahun,S1/D4
J-0526,Business Analyst - Distribution Management System,Data Analytics,PT Pratesis,"['Business Analysis', 'Requirements Gathering', 'SQL']",1 - 3 Tahun,S1/D4
J-0527,Senior Project Manager (ERP),ERP & Enterprise,PT. Amalura Multi Dimensi,['Oracle'],> 5 Tahun,S2/S3
