date_recorded,job_domain,skill_name,demand_count,is_synthetic
2025-12-31,Data Analytics,Power BI,92,1
2025-12-31,Data Analytics,Python,77,1
2025-12-31,Data Analytics,Statistics,62,1
2025-12-31,Data Analytics,Data Visualization,51,1
2025-12-31,Data Analytics,A/B Testing,46,1
2026-01-31,Data Analytics,SQL,108,1
2026-01-31,Data Analytics,Excel,109,1
2026-01-31,Data Analytics,Tableau,103,1
2026-01-31,Data Analytics,Power BI,90,1
2026-01-31,Data Analytics,Python,75,1
2026-01-31,Data Analytics,Statistics,60,1
2026-01-31,Data Analytics,Data Visualization,50,1
2026-01-31,Data Analytics,A/B Testing,47,1
2026-02-28,Data Analytics,SQL,120,1
2026-02-28,Data Analytics,Excel,119,1
2026-02-28,Data Analytics,Tableau,110,1
2026-02-28,Data Analytics,Power BI,96,1
2026-02-28,Data Analytics,Python,79,1
2026-02-28,Data Analytics,Statistics,63,1
2026-02-28,Data Analytics,Data Visualization,54,1
2026-02-28,Data Analytics,A/B Testing,52,1
2026-03-31,Data Analytics,SQL,125,1
2026-03-31,Data Analytics,Excel,122,1
2026-03-31,Data Analytics,Tableau,111,1
2026-03-31,Data Analytics,Power BI,95,1
2026-03-31,Data Analytics,Python,78,1
2026-03-31,Data Analytics,Statistics,63,1
2026-03-31,Data Analytics,Data Visualization,55,1
2026-03-31,Data Analytics,A/B Testing,55,1
2026-04-30,Data Analytics,SQL,135,1
2026-04-30,Data Analytics,Excel,130,1
2026-04-30,Data Analytics,Tableau,117,1
2026-04-30,Data Analytics,Power BI,99,1
2026-04-30,Data Analytics,Python,80,1
2026-04-30,Data Analytics,Statistics,65,1
2026-04-30,Data Analytics,Data Visualization,58,1
2026-04-30,Data Analytics,A/B Testing,60,1
2026-05-31,Data Analytics,SQL,135,1
2026-05-31,Data Analytics,Excel,128,1
2026-05-31,Data Analytics,Tableau,114,1
2026-05-31,Data Analytics,Power BI,95,1
2026-05-31,Data Analytics,Python,77,1
2026-05-31,Data Analytics,Statistics,63,1
2026-05-31,Data Analytics,Data Visualization,58,1
2026-05-31,Data Analytics,A/B Testing,62,1
2026-06-30,Data Analytics,SQL,141,1
2026-06-30,Data Analytics,Excel,132,1
2026-06-30,Data Analytics,Tableau,116,1
2026-06-30,Data Analytics,Power BI,96,1
2026-06-30,Data Analytics,Python,77,1
2026-06-30,Data Analytics,Statistics,64,1
2026-06-30,Data Analytics,Data Visualization,61,1
2026-06-30,Data Analytics,A/B Testing,67,1
2026-07-31,Data Analytics,SQL,144,1
2026-07-31,Data Analytics,Excel,133,1
2026-07-31,Data Analytics,Tableau,115,1
2026-07-31,Data Analytics,Power BI,94,1
2026-07-31,Data Analytics,Python,76,1
2026-07-31,Data Analytics,Statistics,65,1
2026-07-31,Data Analytics,Data Visualization,63,1
2026-07-31,Data Analytics,A/B Testing,71,1
2026-08-31,Data Analytics,SQL,142,1
2026-08-31,Data Analytics,Excel,130,1
2026-08-31,Data Analytics,Tableau,111,1
2026-08-31,Data Analytics,Power BI,90,1
2026-08-31,Data Analytics,Python,73,1
2026-08-31,Data Analytics,Statistics,64,1
2026-08-31,Data Analytics,Data Visualization,64,1
2026-08-31,Data Analytics,A/B Testing,75,1
2026-09-30,Data Analytics,SQL,139,1
2026-09-30,Data Analytics,Excel,124,1
2026-09-30,Data Analytics,Tableau,105,1
2026-09-30,Data Analytics,Power BI,85,1
2026-09-30,Data Analytics,Python,69,1
2026-09-30,Data Analytics,Statistics,62,1
2026-09-30,Data Analytics,Data Visualization,65,1
2026-09-30,Data Analytics,A/B Testing,77,1
2026-10-31,Data Analytics,SQL,137,1
2026-10-31,Data Analytics,Excel,121,1
2026-10-31,Data Analytics,Tableau,101,1
2026-10-31,Data Analytics,Power BI,82,1
2026-10-31,Data Analytics,Python,68,1
2026-10-31,Data Analytics,Statistics,62,1
2026-10-31,Data Analytics,Data Visualization,67,1
2026-10-31,Data Analytics,A/B Testing,81,1
2026-11-30,Data Analytics,SQL,131,1
2026-11-30,Data Analytics,Excel,114,1
2026-11-30,Data Analytics,Tableau,94,1
2026-11-30,Data Analytics,Power BI,76,1
2026-11-30,Data Analytics,Python,64,1
2026-11-30,Data Analytics,Statistics,61,1
2026-11-30,Data Analytics,Data Visualization,67,1
2026-11-30,Data Analytics,A/B Testing,82,1
2026-12-31,Data Analytics,SQL,131,1
2026-12-31,Data Analytics,Excel,113,1
2026-12-31,Data Analytics,Tableau,92,1
2026-12-31,Data Analytics,Power BI,75,1
2026-12-31,Data Analytics,Python,64,1
2026-12-31,Data Analytics,Statistics,63,1
2026-12-31,Data Analytics,Data Visualization,72,1
2026-12-31,Data Analytics,A/B Testing,88,1
2010-01-31,Data Engineering,Python,14,1
2010-01-31,Data Engineering,SQL,17,1
2010-01-31,Data Engineering,Spark,19,1
2010-01-31,Data Engineering,Kafka,20,1
2010-01-31,Data Engineering,Airflow,20,1
2010-01-31,Data Engineering,dbt,18,1
2010-01-31,Data Engineering,Snowflake,15,1
2010-01-31,Data Engineering,PostgreSQL,12,1
2010-01-31,Data Engineering,Redis,10,1
2010-02-28,Data Engineering,Python,15,1
2010-02-28,Data Engineering,SQL,18,1
2010-02-28,Data Engineering,Spark,21,1
2010-02-28,Data Engineering,Kafka,21,1
2010-02-28,Data Engineering,Airflow,20,1
2010-02-28,Data Engineering,dbt,18,1
2010-02-28,Data Engineering,Snowflake,15,1
2010-02-28,Data Engineering,PostgreSQL,12,1
2010-02-28,Data Engineering,Redis,10,1
2010-03-31,Data Engineering,Python,17,1
2010-03-31,Data Engineering,SQL,20,1
2010-03-31,Data Engineering,Spark,22,1
2010-03-31,Data Engineering,Kafka,22,1
2010-03-31,Data Engineering,Airflow,21,1
2010-03-31,Data Engineering,dbt,18,1
2010-03-31,Data Engineering,Snowflake,15,1
2010-03-31,Data Engineering,PostgreSQL,12,1
2010-03-31,Data Engineering,Redis,10,1
2010-04-30,Data Engineering,Python,18,1
2010-04-30,Data Engineering,SQL,20,1
2010-04-30,Data Engineering,Spark,22,1
2010-04-30,Data Engineering,Kafka,22,1
2010-04-30,Data Engineering,Airflow,21,1
2010-04-30,Data Engineering,dbt,18,1
2010-04-30,Data Engineering,Snowflake,14,1
2010-04-30,Data Engineering,PostgreSQL,11,1
2010-04-30,Data Engineering,Redis,10,1
2010-05-31,Data Engineering,Python,19,1
2010-05-31,Data Engineering,SQL,22,1
2010-05-31,Data Engineering,Spark,23,1
2010-05-31,Data Engineering,Kafka,23,1
2010-05-31,Data Engineering,Airflow,21,1
2010-05-31,Data Engineering,dbt,17,1
2010-05-31,Data Engineering,Snowflake,14,1
2010-05-31,Data Engineering,PostgreSQL,11,1
2010-05-31,Data Engineering,Redis,10,1
2010-06-30,Data Engineering,Python,21,1
2010-06-30,Data Engineering,SQL,24,1
2010-06-30,Data Engineering,Spark,25,1
2010-06-30,Data Engineering,Kafka,24,1
2010-06-30,Data Engineering,Airflow,21,1
2010-06-30,Data Engineering,dbt,18,1
2010-06-30,Data Engineering,Snowflake,14,1
2010-06-30,Data Engineering,PostgreSQL,11,1
2010-06-30,Data Engineering,Redis,10,1
2010-07-31,Data Engineering,Python,22,1
2010-07-31,Data Engineering,SQL,24,1
2010-07-31,Data Engineering,Spark,25,1
2010-07-31,Data Engineering,Kafka,24,1
2010-07-31,Data Engineering,Airflow,21,1
2010-07-31,Data Engineering,dbt,17,1
2010-07-31,Data Engineering,Snowflake,13,1
2010-07-31,Data Engineering,PostgreSQL,11,1
2010-07-31,Data Engineering,Redis,10,1
2010-08-31,Data Engineering,Python,22,1
2010-08-31,Data Engineering,SQL,24,1
2010-08-31,Data Engineering,Spark,25,1
2010-08-31,Data Engineering,Kafka,23,1
2010-08-31,Data Engineering,Airflow,20,1
2010-08-31,Data Engineering,dbt,16,1
2010-08-31,Data Engineering,Snowflake,13,1
2010-08-31,Data Engineering,PostgreSQL,10,1
2010-08-31,Data Engineering,Redis,10,1
2010-09-30,Data Engineering,Python,24,1
2010-09-30,Data Engineering,SQL,25,1
2010-09-30,Data Engineering,Spark,25,1
2010-09-30,Data Engineering,Kafka,23,1
2010-09-30,Data Engineering,Airflow,20,1
2010-09-30,Data Engineering,dbt,16,1
2010-09-30,Data Engineering,Snowflake,13,1
2010-09-30,Data Engineering,PostgreSQL,10,1
2010-09-30,Data Engineering,Redis,10,1
2010-10-31,Data Engineering,Python,24,1
2010-10-31,Data Engineering,SQL,25,1
2010-10-31,Data Engineering,Spark,25,1
2010-10-31,Data Engineering,Kafka,22,1
2010-10-31,Data Engineering,Airflow,19,1
2010-10-31,Data Engineering,dbt,15,1
2010-10-31,Data Engineering,Snowflake,12,1
2010-10-31,Data Engineering,PostgreSQL,10,1
2010-10-31,Data Engineering,Redis,10,1
2010-11-30,Data Engineering,Python,25,1
2010-11-30,Data Engineering,SQL,26,1
2010-11-30,Data Engineering,Spark,25,1
2010-11-30,Data Engineering,Kafka,22,1
2010-11-30,Data Engineering,Airflow,19,1
2010-11-30,Data Engineering,dbt,15,1
2010-11-30,Data Engineering,Snowflake,12,1
2010-11-30,Data Engineering,PostgreSQL,10,1
2010-11-30,Data Engineering,Redis,10,1
2010-12-31,Data Engineering,Python,25,1
2010-12-31,Data Engineering,SQL,26,1
2010-12-31,Data Engineering,Spark,25,1
2010-12-31,Data Engineering,Kafka,22,1
2010-12-31,Data Engineering,Airflow,18,1
2010-12-31,Data Engineering,dbt,14,1
2010-12-31,Data Engineering,Snowflake,11,1
2010-12-31,Data Engineering,PostgreSQL,10,1
2010-12-31,Data Engineering,Redis,11,1
2011-01-31,Data Engineering,Python,27,1
2011-01-31,Data Engineering,SQL,27,1
2011-01-31,Data Engineering,Spark,26,1
2011-01-31,Data Engineering,Kafka,22,1
2011-01-31,Data Engineering,Airflow,18,1
2011-01-31,Data Engineering,dbt,14,1
2011-01-31,Data Engineering,Snowflake,11,1
2011-01-31,Data Engineering,PostgreSQL,10,1
2011-01-31,Data Engineering,Redis,12,1
2011-02-28,Data Engineering,Python,28,1
2011-02-28,Data Engineering,SQL,28,1
2011-02-28,Data Engineering,Spark,26,1
2011-02-28,Data Engineering,Kafka,22,1
2011-02-28,Data Engineering,Airflow,18,1
2011-02-28,Data Engineering,dbt,14,1
2011-02-28,Data Engineering,Snowflake,11,1
2011-02-28,Data Engineering,PostgreSQL,11,1
2011-02-28,Data Engineering,Redis,13,1
2011-03-31,Data Engineering,Python,29,1
2011-03-31,Data Engineering,SQL,28,1
2011-03-31,Data Engineering,Spark,26,1
2011-03-31,Data Engineering,Kafka,22,1
2011-03-31,Data Engineering,Airflow,17,1
2011-03-31,Data Engineering,dbt,13,1
2011-03-31,Data Engineering,Snowflake,11,1
2011-03-31,Data Engineering,PostgreSQL,11,1
2011-03-31,Data Engineering,Redis,14,1
2011-04-30,Data Engineering,Python,31,1
2011-04-30,Data Engineering,SQL,30,1
2011-04-30,Data Engineering,Spark,27,1
2011-04-30,Data Engineering,Kafka,22,1
2011-04-30,Data Engineering,Airflow,17,1
2011-04-30,Data Engineering,dbt,14,1
2011-04-30,Data Engineering,Snowflake,12,1
2011-04-30,Data Engineering,PostgreSQL,12,1
2011-04-30,Data Engineering,Redis,15,1
2011-05-31,Data Engineering,Python,32,1
2011-05-31,Data Engineering,SQL,30,1
2011-05-31,Data Engineering,Spark,27,1
2011-05-31,Data Engineering,Kafka,22,1
2011-05-31,Data Engineering,Airflow,17,1
2011-05-31,Data Engineering,dbt,14,1
2011-05-31,Data Engineering,Snowflake,12,1
2011-05-31,Data Engineering,PostgreSQL,13,1
2011-05-31,Data Engineering,Redis,17,1
2011-06-30,Data Engineering,Python,33,1
2011-06-30,Data Engineering,SQL,31,1
2011-06-30,Data Engineering,Spark,27,1
2011-06-30,Data Engineering,Kafka,22,1
2011-06-30,Data Engineering,Airflow,17,1
2011-06-30,Data Engineering,dbt,14,1
2011-06-30,Data Engineering,Snowflake,13,1
2011-06-30,Data Engineering,PostgreSQL,14,1
2011-06-30,Data Engineering,Redis,18,1
2011-07-31,Data Engineering,Python,33,1
2011-07-31,Data Engineering,SQL,30,1
2011-07-31,Data Engineering,Spark,25,1
2011-07-31,Data Engineering,Kafka,20,1
2011-07-31,Data Engineering,Airflow,16,1
2011-07-31,Data Engineering,dbt,13,1
2011-07-31,Data Engineering,Snowflake,13,1
2011-07-31,Data Engineering,PostgreSQL,15,1
2011-07-31,Data Engineering,Redis,19,1
2011-08-31,Data Engineering,Python,33,1
2011-08-31,Data Engineering,SQL,30,1
2011-08-31,Data Engineering,Spark,25,1
2011-08-31,Data Engineering,Kafka,20,1
2011-08-31,Data Engineering,Airflow,16,1
2011-08-31,Data Engineering,dbt,13,1
2011-08-31,Data Engineering,Snowflake,13,1
2011-08-31,Data Engineering,PostgreSQL,16,1
2011-08-31,Data Engineering,Redis,20,1
2011-09-30,Data Engineering,Python,33,1
2011-09-30,Data Engineering,SQL,29,1
2011-09-30,Data Engineering,Spark,24,1
2011-09-30,Data Engineering,Kafka,19,1
2011-09-30,Data Engineering,Airflow,15,1
2011-09-30,Data Engineering,dbt,13,1
2011-09-30,Data Engineering,Snowflake,14,1
2011-09-30,Data Engineering,PostgreSQL,17,1
2011-09-30,Data Engineering,Redis,22,1
2011-10-31,Data Engineering,Python,31,1
2011-10-31,Data Engineering,SQL,27,1
2011-10-31,Data Engineering,Spark,22,1
2011-10-31,Data Engineering,Kafka,17,1
2011-10-31,Data Engineering,Airflow,14,1
2011-10-31,Data Engineering,dbt,13,1
2011-10-31,Data Engineering,Snowflake,14,1
2011-10-31,Data Engineering,PostgreSQL,17,1
2011-10-31,Data Engineering,Redis,22,1
2011-11-30,Data Engineering,Python,31,1
2011-11-30,Data Engineering,SQL,26,1
2011-11-30,Data Engineering,Spark,21,1
2011-11-30,Data Engineering,Kafka,17,1
2011-11-30,Data Engineering,Airflow,14,1
2011-11-30,Data Engineering,dbt,13,1
2011-11-30,Data Engineering,Snowflake,14,1
2011-11-30,Data Engineering,PostgreSQL,18,1
2011-11-30,Data Engineering,Redis,23,1
2011-12-31,Data Engineering,Python,30,1
2011-12-31,Data Engineering,SQL,25,1
2011-12-31,Data Engineering,Spark,20,1
2011-12-31,Data Engineering,Kafka,16,1
2011-12-31,Data Engineering,Airflow,13,1
2011-12-31,Data Engineering,dbt,13,1
2011-12-31,Data Engineering,Snowflake,15,1
2011-12-31,Data Engineering,PostgreSQL,19,1
2011-12-31,Data Engineering,Redis,24,1
2012-01-31,Data Engineering,Python,30,1
2012-01-31,Data Engineering,SQL,25,1
2012-01-31,Data Engineering,Spark,20,1
2012-01-31,Data Engineering,Kafka,16,1
2012-01-31,Data Engineering,Airflow,13,1
2012-01-31,Data Engineering,dbt,14,1
2012-01-31,Data Engineering,Snowflake,17,1
2012-01-31,Data Engineering,PostgreSQL,21,1
2012-01-31,Data Engineering,Redis,27,1
2012-02-29,Data Engineering,Python,31,1
2012-02-29,Data Engineering,SQL,25,1
2012-02-29,Data Engineering,Spark,20,1
2012-02-29,Data Engineering,Kafka,16,1
2012-02-29,Data Engineering,Airflow,14,1
2012-02-29,Data Engineering,dbt,15,1
2012-02-29,Data Engineering,Snowflake,18,1
2012-02-29,Data Engineering,PostgreSQL,23,1
2012-02-29,Data Engineering,Redis,29,1
2012-03-31,Data Engineering,Python,31,1
2012-03-31,Data Engineering,SQL,25,1
2012-03-31,Data Engineering,Spark,20,1
2012-03-31,Data Engineering,Kafka,16,1
2012-03-31,Data Engineering,Airflow,14,1
2012-03-31,Data Engineering,dbt,16,1
2012-03-31,Data Engineering,Snowflake,20,1
2012-03-31,Data Engineering,PostgreSQL,26,1
2012-03-31,Data Engineering,Redis,31,1
2012-04-30,Data Engineering,Python,30,1
2012-04-30,Data Engineering,SQL,24,1
2012-04-30,Data Engineering,Spark,19,1
2012-04-30,Data Engineering,Kafka,15,1
2012-04-30,Data Engineering,Airflow,15,1
2012-04-30,Data Engineering,dbt,17,1
2012-04-30,Data Engineering,Snowflake,21,1
2012-04-30,Data Engineering,PostgreSQL,27,1
2012-04-30,Data Engineering,Redis,33,1
2012-05-31,Data Engineering,Python,30,1
2012-05-31,Data Engineering,SQL,24,1
2012-05-31,Data Engineering,Spark,19,1
2012-05-31,Data Engineering,Kafka,16,1
2012-05-31,Data Engineering,Airflow,15,1
2012-05-31,Data Engineering,dbt,18,1
2012-05-31,Data Engineering,Snowflake,23,1
2012-05-31,Data Engineering,PostgreSQL,29,1
2012-05-31,Data Engineering,Redis,35,1
2012-06-30,Data Engineering,Python,28,1
2012-06-30,Data Engineering,SQL,22,1
2012-06-30,Data Engineering,Spark,17,1
2012-06-30,Data Engineering,Kafka,15,1
2012-06-30,Data Engineering,Airflow,15,1
2012-06-30,Data Engineering,dbt,19,1
2012-06-30,Data Engineering,Snowflake,24,1
2012-06-30,Data Engineering,PostgreSQL,30,1
2012-06-30,Data Engineering,Redis,35,1
2012-07-31,Data Engineering,Python,26,1
2012-07-31,Data Engineering,SQL,21,1
2012-07-31,Data Engineering,Spark,16,1
2012-07-31,Data Engineering,Kafka,15,1
2012-07-31,Data Engineering,Airflow,16,1
2012-07-31,Data Engineering,dbt,19,1
2012-07-31,Data Engineering,Snowflake,25,1
2012-07-31,Data Engineering,PostgreSQL,31,1
2012-07-31,Data Engineering,Redis,35,1
2012-08-31,Data Engineering,Python,26,1
2012-08-31,Data Engineering,SQL,20,1
2012-08-31,Data Engineering,Spark,16,1
2012-08-31,Data Engineering,Kafka,15,1
2012-08-31,Data Engineering,Airflow,16,1
2012-08-31,Data Engineering,dbt,21,1
2012-08-31,Data Engineering,Snowflake,26,1
2012-08-31,Data Engineering,PostgreSQL,32,1
2012-08-31,Data Engineering,Redis,37,1
2012-09-30,Data Engineering,Python,24,1
2012-09-30,Data Engineering,SQL,19,1
2012-09-30,Data Engineering,Spark,15,1
2012-09-30,Data Engineering,Kafka,15,1
2012-09-30,Data Engineering,Airflow,17,1
2012-09-30,Data Engineering,dbt,21,1
2012-09-30,Data Engineering,Snowflake,27,1
2012-09-30,Data Engineering,PostgreSQL,33,1
2012-09-30,Data Engineering,Redis,37,1
2012-10-31,Data Engineering,Python,22,1
2012-10-31,Data Engineering,SQL,17,1
2012-10-31,Data Engineering,Spark,15,1
2012-10-31,Data Engineering,Kafka,14,1
2012-10-31,Data Engineering,Airflow,17,1
2012-10-31,Data Engineering,dbt,22,1
2012-10-31,Data Engineering,Snowflake,28,1
2012-10-31,Data Engineering,PostgreSQL,33,1
2012-10-31,Data Engineering,Redis,36,1
2012-11-30,Data Engineering,Python,20,1
2012-11-30,Data Engineering,SQL,16,1
2012-11-30,Data Engineering,Spark,14,1
2012-11-30,Data Engineering,Kafka,14,1
2012-11-30,Data Engineering,Airflow,17,1
2012-11-30,Data Engineering,dbt,22,1
2012-11-30,Data Engineering,Snowflake,27,1
2012-11-30,Data Engineering,PostgreSQL,32,1
2012-11-30,Data Engineering,Redis,35,1
2012-12-31,Data Engineering,Python,19,1
2012-12-31,Data Engineering,SQL,15,1
2012-12-31,Data Engineering,Spark,14,1
2012-12-31,Data Engineering,Kafka,15,1
2012-12-31,Data Engineering,Airflow,18,1
2012-12-31,Data Engineering,dbt,24,1
2012-12-31,Data Engineering,Snowflake,29,1
2012-12-31,Data Engineering,PostgreSQL,34,1
2012-12-31,Data Engineering,Redis,36,1
2013-01-31,Data Engineering,Python,18,1
2013-01-31,Data Engineering,SQL,15,1
2013-01-31,Data Engineering,Spark,13,1
2013-01-31,Data Engineering,Kafka,15,1
2013-01-31,Data Engineering,Airflow,19,1
2013-01-31,Data Engineering,dbt,24,1
2013-01-31,Data Engineering,Snowflake,30,1
2013-01-31,Data Engineering,PostgreSQL,34,1
2013-01-31,Data Engineering,Redis,35,1
2013-02-28,Data Engineering,Python,18,1
2013-02-28,Data Engineering,SQL,15,1
2013-02-28,Data Engineering,Spark,14,1
2013-02-28,Data Engineering,Kafka,16,1
2013-02-28,Data Engineering,Airflow,21,1
2013-02-28,Data Engineering,dbt,27,1
2013-02-28,Data Engineering,Snowflake,32,1
2013-02-28,Data Engineering,PostgreSQL,36,1
2013-02-28,Data Engineering,Redis,37,1
2013-03-31,Data Engineering,Python,17,1
2013-03-31,Data Engineering,SQL,14,1
2013-03-31,Data Engineering,Spark,15,1
2013-03-31,Data Engineering,Kafka,17,1
2013-03-31,Data Engineering,Airflow,22,1
2013-03-31,Data Engineering,dbt,28,1
2013-03-31,Data Engineering,Snowflake,33,1
2013-03-31,Data Engineering,PostgreSQL,36,1
2013-03-31,Data Engineering,Redis,37,1
2013-04-30,Data Engineering,Python,16,1
2013-04-30,Data Engineering,SQL,14,1
2013-04-30,Data Engineering,Spark,15,1
2013-04-30,Data Engineering,Kafka,18,1
2013-04-30,Data Engineering,Airflow,23,1
2013-04-30,Data Engineering,dbt,29,1
2013-04-30,Data Engineering,Snowflake,34,1
2013-04-30,Data Engineering,PostgreSQL,37,1
2013-04-30,Data Engineering,Redis,37,1
2013-05-31,Data Engineering,Python,16,1
2013-05-31,Data Engineering,SQL,14,1
2013-05-31,Data Engineering,Spark,16,1
2013-05-31,Data Engineering,Kafka,19,1
2013-05-31,Data Engineering,Airflow,25,1
2013-05-31,Data Engineering,dbt,31,1
2013-05-31,Data Engineering,Snowflake,35,1
2013-05-31,Data Engineering,PostgreSQL,37,1
2013-05-31,Data Engineering,Redis,37,1
2013-06-30,Data Engineering,Python,15,1
2013-06-30,Data Engineering,SQL,14,1
2013-06-30,Data Engineering,Spark,16,1
2013-06-30,Data Engineering,Kafka,20,1
2013-06-30,Data Engineering,Airflow,26,1
2013-06-30,Data Engineering,dbt,31,1
2013-06-30,Data Engineering,Snowflake,35,1
2013-06-30,Data Engineering,PostgreSQL,37,1
2013-06-30,Data Engineering,Redis,36,1
2013-07-31,Data Engineering,Python,15,1
2013-07-31,Data Engineering,SQL,14,1
2013-07-31,Data Engineering,Spark,17,1
2013-07-31,Data Engineering,Kafka,21,1
2013-07-31,Data Engineering,Airflow,27,1
2013-07-31,Data Engineering,dbt,32,1
2013-07-31,Data Engineering,Snowflake,36,1
2013-07-31,Data Engineering,PostgreSQL,37,1
2013-07-31,Data Engineering,Redis,36,1
2013-08-31,Data Engineering,Python,14,1
2013-08-31,Data Engineering,SQL,15,1
2013-08-31,Data Engineering,Spark,18,1
2013-08-31,Data Engineering,Kafka,22,1
2013-08-31,Data Engineering,Airflow,28,1
2013-08-31,Data Engineering,dbt,33,1
2013-08-31,Data Engineering,Snowflake,36,1
2013-08-31,Data Engineering,PostgreSQL,37,1
2013-08-31,Data Engineering,Redis,35,1
2013-09-30,Data Engineering,Python,13,1
2013-09-30,Data Engineering,SQL,14,1
2013-09-30,Data Engineering,Spark,17,1
2013-09-30,Data Engineering,Kafka,22,1
2013-09-30,Data Engineering,Airflow,28,1
2013-09-30,Data Engineering,dbt,32,1
2013-09-30,Data Engineering,Snowflake,35,1
2013-09-30,Data Engineering,PostgreSQL,35,1
2013-09-30,Data Engineering,Redis,32,1
2013-10-31,Data Engineering,Python,13,1
2013-10-31,Data Engineering,SQL,15,1
2013-10-31,Data Engineering,Spark,18,1
2013-10-31,Data Engineering,Kafka,23,1
2013-10-31,Data Engineering,Airflow,29,1
2013-10-31,Data Engineering,dbt,33,1
2013-10-31,Data Engineering,Snowflake,35,1
2013-10-31,Data Engineering,PostgreSQL,34,1
2013-10-31,Data Engineering,Redis,31,1
2013-11-30,Data Engineering,Python,13,1
2013-11-30,Data Engineering,SQL,15,1
2013-11-30,Data Engineering,Spark,19,1
2013-11-30,Data Engineering,Kafka,24,1
2013-11-30,Data Engineering,Airflow,29,1
2013-11-30,Data Engineering,dbt,32,1
2013-11-30,Data Engineering,Snowflake,34,1
2013-11-30,Data Engineering,PostgreSQL,33,1
2013-11-30,Data Engineering,Redis,29,1
2013-12-31,Data Engineering,Python,13,1
2013-12-31,Data Engineering,SQL,15,1
2013-12-31,Data Engineering,Spark,19,1
2013-12-31,Data Engineering,Kafka,25,1
2013-12-31,Data Engineering,Airflow,29,1
2013-12-31,Data Engineering,dbt,33,1
2013-12-31,Data Engineering,Snowflake,34,1
2013-12-31,Data Engineering,PostgreSQL,32,1
2013-12-31,Data Engineering,Redis,28,1
2014-01-31,Data Engineering,Python,13,1
2014-01-31,Data Engineering,SQL,16,1
2014-01-31,Data Engineering,Spark,21,1
2014-01-31,Data Engineering,Kafka,26,1
2014-01-31,Data Engineering,Airflow,31,1
2014-01-31,Data Engineering,dbt,33,1
2014-01-31,Data Engineering,Snowflake,34,1
2014-01-31,Data Engineering,PostgreSQL,32,1
2014-01-31,Data Engineering,Redis,28,1
2014-02-28,Data Engineering,Python,14,1
2014-02-28,Data Engineering,SQL,17,1
2014-02-28,Data Engineering,Spark,22,1
2014-02-28,Data Engineering,Kafka,27,1
2014-02-28,Data Engineering,Airflow,31,1
2014-02-28,Data Engineering,dbt,34,1
2014-02-28,Data Engineering,Snowflake,34,1
2014-02-28,Data Engineering,PostgreSQL,31,1
2014-02-28,Data Engineering,Redis,27,1
2014-03-31,Data Engineering,Python,15,1
2014-03-31,Data Engineering,SQL,18,1
2014-03-31,Data Engineering,Spark,24,1
2014-03-31,Data Engineering,Kafka,29,1
2014-03-31,Data Engineering,Airflow,33,1
2014-03-31,Data Engineering,dbt,35,1
2014-03-31,Data Engineering,Snowflake,34,1
2014-03-31,Data Engineering,PostgreSQL,31,1
2014-03-31,Data Engineering,Redis,26,1
2014-04-30,Data Engineering,Python,16,1
2014-04-30,Data Engineering,SQL,20,1
2014-04-30,Data Engineering,Spark,25,1
2014-04-30,Data Engineering,Kafka,30,1
2014-04-30,Data Engineering,Airflow,34,1
2014-04-30,Data Engineering,dbt,35,1
2014-04-30,Data Engineering,Snowflake,34,1
2014-04-30,Data Engineering,PostgreSQL,31,1
2014-04-30,Data Engineering,Redis,25,1
2014-05-31,Data Engineering,Python,17,1
2014-05-31,Data Engineering,SQL,22,1
2014-05-31,Data Engineering,Spark,28,1
2014-05-31,Data Engineering,Kafka,33,1
2014-05-31,Data Engineering,Airflow,37,1
2014-05-31,Data Engineering,dbt,38,1
2014-05-31,Data Engineering,Snowflake,36,1
2014-05-31,Data Engineering,PostgreSQL,32,1
2014-05-31,Data Engineering,Redis,26,1
2014-06-30,Data Engineering,Python,18,1
2014-06-30,Data Engineering,SQL,23,1
2014-06-30,Data Engineering,Spark,29,1
2014-06-30,Data Engineering,Kafka,34,1
2014-06-30,Data Engineering,Airflow,37,1
2014-06-30,Data Engineering,dbt,37,1
2014-06-30,Data Engineering,Snowflake,34,1
2014-06-30,Data Engineering,PostgreSQL,30,1
2014-06-30,Data Engineering,Redis,24,1
2014-07-31,Data Engineering,Python,19,1
2014-07-31,Data Engineering,SQL,24,1
2014-07-31,Data Engineering,Spark,30,1
2014-07-31,Data Engineering,Kafka,34,1
2014-07-31,Data Engineering,Airflow,37,1
2014-07-31,Data Engineering,dbt,36,1
2014-07-31,Data Engineering,Snowflake,33,1
2014-07-31,Data Engineering,PostgreSQL,28,1
2014-07-31,Data Engineering,Redis,23,1
2014-08-31,Data Engineering,Python,20,1
2014-08-31,Data Engineering,SQL,25,1
2014-08-31,Data Engineering,Spark,31,1
2014-08-31,Data Engineering,Kafka,35,1
2014-08-31,Data Engineering,Airflow,37,1
2014-08-31,Data Engineering,dbt,36,1
2014-08-31,Data Engineering,Snowflake,33,1
2014-08-31,Data Engineering,PostgreSQL,27,1
2014-08-31,Data Engineering,Redis,22,1
2014-09-30,Data Engineering,Python,21,1
2014-09-30,Data Engineering,SQL,26,1
2014-09-30,Data Engineering,Spark,31,1
2014-09-30,Data Engineering,Kafka,35,1
2014-09-30,Data Engineering,Airflow,36,1
2014-09-30,Data Engineering,dbt,35,1
2014-09-30,Data Engineering,Snowflake,31,1
